OBJECTID,YeshuvName,Dunam,AnafName,AnafSub,GrowthEng,CoverTypeE,kWh/kPW,Muni_Eng,Machoz,area_sqm (GIS),Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Potential revenue fron energy production (tracking) mln NIS,Potential revenue fron energy production (fix) mln NIS,Feasability to install PVs?,Average influence of PV on crops,Average KG per dunham,"Average price per KG, NIS","Potential revenue from crops before PV, mln NIS","Potential revenue from crops after PV, mln NIS",Added value on income from crops after PV (mln NIS),"Total revenue, mln NIS","added value from PV, mln NIS"
631,עילוט,1.20,plantations,olives,Plantations,Open Area,1755,Ilut,North,1175.48,0.18,0.12,0.183222,0.124254,0.0549666,0.0372762,1,1,1000,8,0.0096,0.0096,0,0.02067048,0.01107048
14,עין אילה,18.20,non-processed,non-processed,Not cultivated,Open Area,1735,Hof Hacarmel,Haifa,18151.40,2.74,1.86,2.747199,1.863043,0.8241597,0.5589129,1,1,0,0,0,0,0,0.22356516,0.22356516
35,עין אל-אסד,0.86,plantations,olives,Plantations,Open Area,1785,Merom Hagalil,North,863.45,0.13,0.09,0.134084609,0.090930941,0.040225383,0.027279282,1,1,1000,8,0.00690735,0.00690735,0,0.015056123,0.008148773
138,עין אל-אסד,0.97,plantations,olives,Plantations,Open Area,1785,Merom Hagalil,North,970.36,0.15,0.1,0.150686369,0.102189607,0.045205911,0.030656882,1,1,1000,8,0.007762587,0.007762587,0,0.016920305,0.009157718
142,עין אל-אסד,2.69,plantations,olives,Plantations,Open Area,1775,Merom Hagalil,North,2693.75,0.42,0.28,0.415968336,0.282093469,0.124790501,0.084628041,1,1,1000,8,0.021549274,0.021549274,0,0.046780781,0.025231507
504,עין אל-אסד,1.95,plantations,olives,Plantations,Open Area,1785,Merom Hagalil,North,1951.70,0.30,0.21,0.303077586,0.205535374,0.090923276,0.061660612,1,1,1000,8,0.015612999,0.015612999,0,0.034032044,0.018419045
701,עין אל-אסד,0.43,plantations,olives,Plantations,Open Area,1785,Merom Hagalil,North,433.39,0.07,0.05,0.067301466,0.045641224,0.02019044,0.013692367,1,1,1000,8,0.003467026,0.003467026,0,0.007557162,0.004090137
721,עין אל-אסד,1.22,plantations,olives,Plantations,Open Area,1785,Merom Hagalil,North,1223.48,0.19,0.13,0.189994081,0.12884656,0.056998224,0.038653968,1,1,1000,8,0.009787518,0.009787518,0,0.021334098,0.01154658
848,עין אל-אסד,1.17,plantations,olives,Plantations,Open Area,1775,Merom Hagalil,North,1168.24,0.18,0.12,0.180400003,0.122340232,0.054120001,0.03670207,1,1,1000,8,0.009345637,0.009345637,0,0.02028821,0.010942573
351,עין הבשור,0.55,vegetables,lettuce,Vegetables & field crops in uncovered area,Open Area,1835,Eshkol,South,547.98,0.09,0.06,0.087490414,0.059332579,0.026247124,0.017799774,1,1.1,2000,5,0.00548031,0.006028341,0.000548031,0.010736914,0.004708573
833,עין הבשור,9.35,vegetables,lettuce,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,9349.16,1.48,1.01,1.484530539,1.006750596,0.445359162,0.302025179,1,1.1,2000,5,0.093499011,0.102848912,0.009349901,0.182519418,0.079670507
824,עין הבשור,1.40,plantations,subtropical,Plantations and Citrus in covered area,Net Cover,1835,Eshkol,South,1366.47,0.22,0.15,0.223503,0.151571,0.0670509,0.0454713,1,1,1000,5,0.007,0.007,0,0.02238852,0.01538852
377,עין המפרץ,49.20,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Ako (Acre),North,49203.80,7.51,5.09,7.512102,5.094414,2.2536306,1.5283242,1,1,2000,5,0.492,0.492,0,0.90652968,0.41452968
509,עין המפרץ,6.62,plantations,subtropical,Plantations,Open Area,1755,Ma'te Asher,North,6619.90,1.01,0.69,1.010717878,0.685429366,0.303215363,0.20562881,1,1,1000,5,0.033098139,0.033098139,0,0.102110407,0.069012268
591,עין השופט,389.20,non-processed,non-processed,Not cultivated,Open Area,1745,Megido,North,389208.00,59.09,40.07,59.086398,40.070086,17.7259194,12.0210258,1,1,0,0,0,0,0,4.80841032,4.80841032
556,עין השופט,47.80,citrus,peelables,Citrus,Open Area,1745,Megido,North,47766.10,7.25,4.92,7.256757,4.921249,2.1770271,1.4763747,1,1.03,4000,6,1.1472,1.181616,0.034416,1.29951948,0.11790348
703,עין השלשה,65.90,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,65922.30,10.47,7.1,10.4632725,7.0957825,3.13898175,2.12873475,1,1.04,2000,2,0.2636,0.274144,0.010544,1.0159803,0.7418363
836,עין השלשה,73.20,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,73153.40,11.61,7.88,11.62233,7.88181,3.486699,2.364543,1,1.1,2000,5,0.732,0.8052,0.0732,1.4289372,0.6237372
846,עין ורד,9.45,plantations,deciduous,Plantations,Open Area,1755,Lev Hasharon,Center,9447.43,1.44,0.98,1.44244251,0.978208139,0.432732753,0.293462442,1,1,1000,8,0.075577431,0.075577431,0,0.162731435,0.087154004
910,עין ורד,3.16,flowers,flowers general,Flowers,Net House,1755,Lev Hasharon,Center,3158.31,0.48,0.33,0.482212964,0.327017987,0.144663889,0.098105396,1,1.05,500,20,0.031582209,0.03316132,0.00157911,0.05913895,0.025977631
75,עין ורד,3.29,citrus,peelables,Citrus,Open Area,1755,Lev Hasharon,Center,3291.08,0.50,0.34,0.50248524,0.340765853,0.150745572,0.102229756,1,1.03,4000,6,0.078983828,0.081353343,0.002369515,0.089703908,0.008350565
478,עין חצבה,43.00,vegetables,general vegetables,Vegetables in covered area,Tunnels,1855,Tamar,South,42955.00,6.93,4.7,6.939555,4.706135,2.0818665,1.4118405,1,1.1,2000,5,0.43,0.473,0.043,0.8485362,0.3755362
161,עין חרוד איחוד,17.80,citrus,grapefruits,Citrus,Open Area,1755,Hagilbo'a,North,17802.00,2.72,1.84,2.717793,1.843101,0.8153379,0.5529303,1,1.03,4000,4,0.2848,0.293344,0.008544,0.39717852,0.10383452
91,עין יהב,5.62,vegetables,general vegetables,Vegetables in covered area,Tunnels,1875,Ha'arava Hatihona,South,5621.92,0.92,0.62,0.917039155,0.621900117,0.275111747,0.186570035,1,1.1,2000,5,0.05621696,0.061838656,0.005621696,0.111731207,0.049892552
299,עין יהב,7.10,vegetables,periodic vegetables,Vegetables in covered area,Tunnels,1875,Ha'arava Hatihona,South,7053.31,1.15,0.78,1.1581875,0.7854375,0.34745625,0.23563125,1,1.1,2000,5,0.071,0.0781,0.0071,0.1411125,0.0630125
981,עין יהב,10.10,plantations,vineyard,Plantations and Citrus in covered area,Greenhouse,1875,Ha'arava Hatihona,South,10111.00,1.65,1.12,1.6475625,1.1173125,0.49426875,0.33519375,1,1,1000,20,0.202,0.202,0,0.2552775,0.0532775
385,עין יעקב,2.70,plantations,olives,Plantations,Open Area,1695,Ma'te Asher,North,2711.10,0.40,0.27,0.3981555,0.2700135,0.11944665,0.08100405,1,1,1000,8,0.0216,0.0216,0,0.04536162,0.02376162
1007,עין כרמל,11.20,plantations,subtropical,Plantations,Open Area,1725,Hof Hacarmel,Haifa,11155.60,1.67,1.14,1.68084,1.13988,0.504252,0.341964,1,1,1000,5,0.056,0.056,0,0.1703856,0.1143856
47,עין מאהל,0.90,plantations,olives,Plantations,Open Area,1775,Eyn Mahel,North,890.64,0.14,0.09,0.1389825,0.0942525,0.04169475,0.02827575,1,1,1000,8,0.0072,0.0072,0,0.0156303,0.0084303
562,עין מאהל,4.10,plantations,olives,Plantations,Open Area,1765,Eyn Mahel,North,4116.22,0.63,0.43,0.6295755,0.4269535,0.18887265,0.12808605,1,1,1000,8,0.0328,0.0328,0,0.07091442,0.03811442
411,עין עירון,9.40,plantations,deciduous,Plantations,Open Area,1725,Menashe,Haifa,9445.06,1.42,0.96,1.410705,0.956685,0.4232115,0.2870055,1,1,1000,8,0.0752,0.0752,0,0.1599222,0.0847222
536,עין עירון,1.90,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1725,Menashe,Haifa,1939.10,0.29,0.2,0.2851425,0.1933725,0.08554275,0.05801175,1,1.04,2000,2,0.0076,0.007904,0.000304,0.0279471,0.0200431
487,עלמה,5.70,plantations,deciduous,Plantations,Open Area,1755,Merom Hagalil,North,5749.91,0.88,0.6,0.8703045,0.5902065,0.26109135,0.17706195,1,1,1000,8,0.0456,0.0456,0,0.09818478,0.05258478
786,עלמה,15.70,plantations,deciduous,Plantations,Open Area,1785,Merom Hagalil,North,15695.50,2.44,1.65,2.437370853,1.652929659,0.731211256,0.495878898,1,1,1000,8,0.125560815,0.125560815,0,0.273688048,0.148127233
671,עמיעוז,10.10,vegetables,tomatoes,Vegetables in covered area,Greenhouse,1825,Eshkol,South,10128.90,1.61,1.09,1.6036275,1.0875175,0.48108825,0.32625525,1,1.1,2000,6,0.1212,0.13332,0.01212,0.2104941,0.0771741
325,עמק בית שאן מא 7,10.10,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Emek Hama'ayanot,North,10053.10,1.52,1.03,1.5245445,1.0338865,0.45736335,0.31016595,1,1.04,2000,2,0.0404,0.042016,0.001616,0.14927598,0.10725998
763,עמק בית שאן מא 7,905.00,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1725,Emek Hama'ayanot,North,905053.00,135.83,92.11,135.817875,92.106375,40.7453625,27.6319125,1,1.04,2000,2,3.62,3.7648,0.1448,13.311645,9.546845
57,עמק בית שאן מא 7,26.50,vegetables,tomatoes,Vegetables & field crops in uncovered area,Open Area,1725,Emek Hama'ayanot,North,26510.60,3.98,2.7,3.9769875,2.6970375,1.19309625,0.80911125,1,1.1,2000,6,0.318,0.3498,0.0318,0.5335245,0.1837245
851,עמק חרוד מא 8,147.40,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1755,Hagilbo'a,North,147364.00,22.50,15.26,22.505769,15.262533,6.7517307,4.5787599,1,1.04,2000,4,1.1792,1.226368,0.047168,2.56732476,1.34095676
753,עמק יזרעאל מא 9,4.90,plantations,olives,Plantations,Open Area,1745,Emek Yizrael,North,4928.14,0.75,0.51,0.7438935,0.5044795,0.22316805,0.15134385,1,1,1000,8,0.0392,0.0392,0,0.08405754,0.04485754
821,עמק יזרעאל מא 9,15.50,plantations,olives,Plantations,Open Area,1755,Emek Yizrael,North,15466.50,2.36,1.6,2.3666175,1.6049475,0.70998525,0.48148425,1,1,1000,8,0.124,0.124,0,0.2669937,0.1429937
672,עמק יזרעאל מא 9,11.30,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Emek Yizrael,North,11319.40,1.73,1.17,1.7253405,1.1700585,0.51760215,0.35101755,1,1,2000,5,0.113,0.113,0,0.20820702,0.09520702
790,עמק יזרעאל מא 9,16.00,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,15974.30,2.43,1.64,2.42904,1.64728,0.728712,0.494184,1,1,2000,5,0.16,0.16,0,0.2936736,0.1336736
949,עמק יזרעאל מא 9,2.70,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Basmat Tivon,North,2704.90,0.41,0.28,0.4122495,0.2795715,0.12367485,0.08387145,1,1,2000,5,0.027,0.027,0,0.04974858,0.02274858
958,עמק יזרעאל מא 9,12.30,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,12317.10,1.87,1.27,1.8673245,1.2663465,0.56019735,0.37990395,1,1,2000,5,0.123,0.123,0,0.22576158,0.10276158
1006,עמק יזרעאל מא 9,59.10,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1735,Emek Yizrael,North,59053.80,8.91,6.05,8.9208495,6.0497715,2.67625485,1.81493145,1,1,2000,5,0.591,0.591,0,1.08057258,0.48957258
128,עמקה,6.77,plantations,olives,Plantations,Open Area,1715,Ma'te Asher,North,6768.65,1.01,0.68,1.009873792,0.68485694,0.302962138,0.205457082,1,1,1000,8,0.054146914,0.054146914,0,0.114670981,0.060524067
175,עמקה,6.10,plantations,subtropical,Plantations,Open Area,1715,Ma'te Asher,North,6077.65,0.91,0.61,0.9101505,0.6172285,0.27304515,0.18516855,1,1,1000,5,0.0305,0.0305,0,0.09236742,0.06186742
311,עמקה,5.77,plantations,subtropical,Plantations,Open Area,1715,Ma'te Asher,North,5768.43,0.86,0.58,0.860641554,0.583653467,0.258192466,0.17509604,1,1,1000,5,0.028840909,0.028840909,0,0.087342961,0.058502053
768,עמקה,11.60,plantations,subtropical,Plantations,Open Area,1715,Ma'te Asher,North,11556.70,1.72,1.17,1.730778,1.173746,0.5192334,0.3521238,1,1,1000,5,0.058,0.058,0,0.17564952,0.11764952
792,עמקה,6.20,plantations,subtropical,Plantations,Open Area,1705,Ma'te Asher,North,6198.29,0.92,0.62,0.919382395,0.62348921,0.275814718,0.187046763,1,1,1000,5,0.03099007,0.03099007,0,0.093412747,0.062422677
880,עפולה,10.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Afula,North,10435.50,1.58,1.07,1.578876,1.070732,0.4736628,0.3212196,1,1.04,2000,2,0.0416,0.043264,0.001664,0.15444624,0.11118224
508,עראבה,5.80,plantations,olives,Plantations,Open Area,1755,Ara'be,North,5803.63,0.89,0.6,0.885573,0.600561,0.2656719,0.1801683,1,1,1000,8,0.0464,0.0464,0,0.09990732,0.05350732
656,ערד,11.70,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1905,Arad,South,11698.00,1.94,1.31,1.9390995,1.3150215,0.58172985,0.39450645,1,1,2000,5,0.117,0.117,0,0.22800258,0.11100258
690,ערד,33.50,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1895,Arad,South,33536.40,5.53,3.75,5.5229775,3.7454675,1.65689325,1.12364025,1,1,2000,5,0.335,0.335,0,0.6504561,0.3154561
823,ערד,8.80,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1895,Arad,South,8812.05,1.45,0.99,1.450812,0.983884,0.4352436,0.2951652,1,1,2000,5,0.088,0.088,0,0.17086608,0.08286608
119,ערוגות,5.60,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1785,Be'er Tuvya,South,5564.00,0.86,0.59,0.869652,0.589764,0.2608956,0.1769292,1,1,2000,5,0.056,0.056,0,0.10437168,0.04837168
130,ערוגות,6.00,plantations,vineyard,Plantations,Open Area,1785,Be'er Tuvya,South,5961.11,0.93,0.63,0.93177,0.63189,0.279531,0.189567,1,1,1000,20,0.12,0.12,0,0.1478268,0.0278268
475,ערוגות,4.60,plantations,vineyard,Plantations,Open Area,1795,Be'er Tuvya,South,4555.12,0.71,0.48,0.718359,0.487163,0.2155077,0.1461489,1,1,1000,20,0.092,0.092,0,0.11365956,0.02165956
144,ערערה,0.60,plantations,olives,Plantations,Open Area,1715,Ar'ara,Haifa,644.60,0.10,0.07,0.089523,0.060711,0.0268569,0.0182133,1,1,1000,8,0.0048,0.0048,0,0.01016532,0.00536532
771,ערערה,2.60,plantations,olives,Plantations,Open Area,1725,Ar'ara,Haifa,2562.81,0.38,0.26,0.390195,0.264615,0.1170585,0.0793845,1,1,1000,8,0.0208,0.0208,0,0.0442338,0.0234338
617,עתלית,58.70,plantations,subtropical,Plantations and Citrus in covered area,Net House,1725,Hof Hacarmel,Haifa,58742.10,8.82,5.98,8.8094025,5.9741925,2.64282075,1.79225775,1,1,1000,5,0.2935,0.2935,0,0.8930031,0.5995031
199,פארן,13.10,vegetables,peppers,Vegetables in covered area,Net House,1905,Ha'arava Hatihona,South,13052.50,2.16,1.47,2.1711285,1.4723745,0.65133855,0.44171235,1,1.1,2000,7,0.1834,0.20174,0.01834,0.29772894,0.09598894
296,פארן,20.60,vegetables,peppers,Vegetables in covered area,Net House,1905,Ha'arava Hatihona,South,20617.60,3.42,2.32,3.414141,2.315337,1.0242423,0.6946011,1,1.1,2000,7,0.2884,0.31724,0.02884,0.46818444,0.15094444
544,פארן,5.80,vegetables,peppers,Vegetables in covered area,Greenhouse,1905,Ha'arava Hatihona,South,5751.84,0.95,0.65,0.961263,0.651891,0.2883789,0.1955673,1,1.1,2000,7,0.0812,0.08932,0.00812,0.13181892,0.04249892
323,פארן,6.20,plantations,subtropical,Plantations and Citrus in covered area,Net House,1905,Ha'arava Hatihona,South,6230.78,1.03,0.7,1.027557,0.696849,0.3082671,0.2090547,1,1,1000,5,0.031,0.031,0,0.10222188,0.07122188
654,פדויים,50.20,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1815,Merhavim,South,50185.70,7.92,5.37,7.926831,5.375667,2.3780493,1.6127001,1,1.04,2000,2,0.2008,0.208832,0.008032,0.77037924,0.56154724
113,פדיה,7.85,plantations,vineyard,Plantations,Open Area,1775,Gezer,Center,7851.20,1.21,0.82,1.212399468,0.822201938,0.36371984,0.246660581,1,1,1000,20,0.157021139,0.157021139,0,0.192876916,0.035855777
500,פדיה,2.68,plantations,vineyard,Plantations,Open Area,1775,Gezer,Center,2678.84,0.41,0.28,0.413672885,0.280536784,0.124101866,0.084161035,1,1,1000,20,0.053575896,0.053575896,0,0.065809952,0.012234056
332,פורידיס,1.20,flowers,flowers nursery,Flowers,Greenhouse,1735,Furaydis,Haifa,1176.97,0.18,0.12,0.181134,0.122838,0.0543402,0.0368514,1,1.05,500,20,0.012,0.0126,0.0006,0.02230056,0.00970056
358,פורידיס,1.98,plantations,general plantation,Plantations,Open Area,1735,Furaydis,Haifa,1977.16,0.30,0.2,0.298434012,0.202386284,0.089530203,0.060715885,1,1,1000,5,0.009885522,0.009885522,0,0.030217667,0.020332145
336,פורת,1.14,flowers,flowers general,Flowers,Greenhouse,1755,Lev Hasharon,Center,1142.45,0.17,0.12,0.17443041,0.118291887,0.052329123,0.035487566,1,1.05,500,20,0.011424201,0.011995411,0.00057121,0.021392273,0.009396862
293,פורת,9.49,flowers,greens,Flowers,Net House,1755,Lev Hasharon,Center,9488.54,1.45,0.98,1.448717801,0.982463796,0.43461534,0.294739139,1,1.05,500,20,0.094882785,0.099626924,0.004744139,0.17767181,0.078044886
519,פורת,8.03,flowers,greens,Flowers,Net House,1755,Lev Hasharon,Center,8029.25,1.23,0.83,1.22590827,0.831363079,0.367772481,0.249408924,1,1.05,500,20,0.080290027,0.084304528,0.004014501,0.150346286,0.066041758
637,פטיש,19.80,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1815,Merhavim,South,19758.60,3.12,2.12,3.126519,2.120283,0.9379557,0.6360849,1,1.04,2000,2,0.0792,0.082368,0.003168,0.30385476,0.22148676
985,פטיש,21.20,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1815,Merhavim,South,21230.40,3.35,2.27,3.347586,2.270202,1.0042758,0.6810606,1,1.04,2000,2,0.0848,0.088192,0.003392,0.32533944,0.23714744
1019,פטיש,161.70,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1825,Merhavim,South,161638.00,25.66,17.4,25.6739175,17.4110475,7.70217525,5.22331425,1,1.04,2000,2,0.6468,0.672672,0.025872,2.4929289,1.8202569
268,פסגות,3.50,plantations,vineyard,Plantations,Open Area,1845,Mateh Binyamin,Other,3451.16,0.55,0.38,0.5618025,0.3809925,0.16854075,0.11429775,1,1,1000,20,0.07,0.07,0,0.0877191,0.0177191
322,פסוטה,3.10,plantations,olives,Plantations,Open Area,1745,Fasuta,North,3114.30,0.47,0.32,0.4706265,0.3191605,0.14118795,0.09574815,1,1,1000,8,0.0248,0.0248,0,0.05317926,0.02837926
476,פסוטה,14.30,plantations,olives,Plantations,Open Area,1735,Fasuta,North,14342.10,2.16,1.47,2.1585135,1.4638195,0.64755405,0.43914585,1,1,1000,8,0.1144,0.1144,0,0.24429834,0.12989834
32,"פעמי תש""ז",10.54,citrus,peelables,Citrus,Open Area,1805,Merhavim,South,10543.20,1.66,1.12,1.65568199,1.122818821,0.496704597,0.336845646,1,1.03,4000,6,0.253041473,0.260632717,0.007591244,0.291117889,0.030485171
259,"פעמי תש""ז",12.40,vegetables,tomatoes,Vegetables in covered area,Greenhouse,1805,Merhavim,South,12358.00,1.94,1.32,1.947234,1.320538,0.5841702,0.3961614,1,1.1,2000,6,0.1488,0.16368,0.01488,0.25667256,0.09299256
63,פצאל,1.50,plantations,plantation nursery,Plantations and Citrus in covered area,Net Cover,1765,Jordan valley,Other,1519.13,0.23,0.16,0.2303325,0.1562025,0.06909975,0.04686075,1,1,1000,10,0.015,0.015,0,0.0277443,0.0127443
20,פקיעין (בוקיעה),3.52,plantations,olives,Plantations,Open Area,1765,Pki'in (Buke'a),North,3523.21,0.54,0.37,0.54098494,0.366874844,0.162295482,0.110062453,1,1,1000,8,0.028184556,0.028184556,0,0.060935715,0.032751159
253,פקיעין (בוקיעה),0.93,plantations,olives,Plantations,Open Area,1745,Pki'in (Buke'a),North,925.34,0.14,0.1,0.14047406,0.095264017,0.042142218,0.028579205,1,1,1000,8,0.007402381,0.007402381,0,0.015873111,0.00847073
347,פקיעין (בוקיעה),3.71,plantations,olives,Plantations,Open Area,1745,Pki'in (Buke'a),North,3709.35,0.56,0.38,0.563112455,0.38188086,0.168933736,0.114564258,1,1,1000,8,0.029673614,0.029673614,0,0.063629871,0.033956258
459,פקיעין (בוקיעה),6.26,plantations,olives,Plantations,Open Area,1745,Pki'in (Buke'a),North,6263.47,0.95,0.64,0.950852176,0.644830786,0.285255653,0.193449236,1,1,1000,8,0.050105835,0.050105835,0,0.107443196,0.05733736
699,פקיעין (בוקיעה),2.21,plantations,olives,Plantations,Open Area,1745,Pki'in (Buke'a),North,2214.02,0.34,0.23,0.336107466,0.227934948,0.10083224,0.068380484,1,1,1000,8,0.017711423,0.017711423,0,0.037979048,0.020267624
1017,פקיעין (בוקיעה),1.39,plantations,olives,Plantations,Open Area,1745,Pki'in (Buke'a),North,1391.32,0.21,0.14,0.211214594,0.143237483,0.063364378,0.042971245,1,1,1000,8,0.011130104,0.011130104,0,0.02386656,0.012736456
693,פקיעין חדשה,5.90,plantations,subtropical,Plantations,Open Area,1725,Kabul,North,5895.45,0.88,0.6,0.884722232,0.599984042,0.265416669,0.179995213,1,1,1000,5,0.029476003,0.029476003,0,0.089683687,0.060207684
104,פרדס חנה - כרכור,14.90,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Pardes Hana - Karkur,Haifa,14928.00,2.25,1.53,2.2490805,1.5252385,0.67472415,0.45757155,1,1.04,2000,2,0.0596,0.061984,0.002384,0.22021902,0.15823502
88,פרדס חנה - כרכור,4.00,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Pardes Hana - Karkur,Haifa,3962.17,0.60,0.41,0.60726,0.41182,0.182178,0.123546,1,1,2000,5,0.04,0.04,0,0.0734184,0.0334184
951,פרדס חנה - כרכור,9.90,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1735,Pardes Hana - Karkur,Haifa,9936.82,1.50,1.02,1.4943555,1.0134135,0.44830665,0.30402405,1,1,2000,5,0.099,0.099,0,0.18100962,0.08200962
86,פרדס חנה - כרכור,4.50,citrus,peelables,Citrus,Open Area,1745,Pardes Hana - Karkur,Haifa,4542.81,0.69,0.47,0.6831675,0.4632975,0.20495025,0.13898925,1,1.03,4000,6,0.108,0.11124,0.00324,0.1223397,0.0110997
483,פרדס חנה - כרכור,3.10,plantations,subtropical,Plantations,Open Area,1745,Pardes Hana - Karkur,Haifa,3140.32,0.48,0.32,0.4706265,0.3191605,0.14118795,0.09574815,1,1,1000,5,0.0155,0.0155,0,0.04759926,0.03209926
280,פרוד,3.30,plantations,general plantation,Plantations,Open Area,1775,Merom Hagalil,North,3300.23,0.51,0.35,0.5096025,0.3455925,0.15288075,0.10367775,1,1,1000,5,0.0165,0.0165,0,0.0513711,0.0348711
522,פרוד,1.90,plantations,general plantation,Plantations,Open Area,1775,Merom Hagalil,North,1948.97,0.30,0.2,0.2934075,0.1989775,0.08802225,0.05969325,1,1,1000,5,0.0095,0.0095,0,0.0295773,0.0200773
623,פרזון,16.40,vegetables,periodic spices and herbs,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,16389.20,2.49,1.69,2.489766,1.688462,0.7469298,0.5065386,1,1.1,2000,3,0.0984,0.10824,0.00984,0.26755944,0.15931944
952,פרזון,22.60,vegetables,periodic spices and herbs,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,22578.30,3.43,2.32,3.431019,2.326783,1.0293057,0.6980349,1,1.1,2000,3,0.1356,0.14916,0.01356,0.36870996,0.21954996
84,פרי גן,8.70,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,8650.90,1.37,0.93,1.3813425,0.9367725,0.41440275,0.28103175,1,1.1,2000,5,0.087,0.0957,0.0087,0.1698327,0.0741327
708,פרי גן,8.40,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,8374.27,1.33,0.9,1.33371,0.90447,0.400113,0.271341,1,1,2000,5,0.084,0.084,0,0.1589364,0.0749364
232,צאלים,293.50,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1835,Eshkol,South,-294925.00,-47.08,-31.93,46.8558075,31.7757775,14.05674225,9.53273325,1,1.04,2000,2,1.174,1.22096,0.04696,4.5456693,3.3247093
155,צופר,19.00,citrus,lemon-like,Plantations and Citrus in covered area,Net Cover,1885,Ha'arava Hatihona,South,18977.60,3.11,2.11,3.115905,2.113085,0.9347715,0.6339255,1,1.03,4000,4,0.304,0.31312,0.00912,0.4414422,0.1283222
147,צור משה,4.22,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1765,Lev Hasharon,Center,4216.15,0.65,0.44,0.647395238,0.43903815,0.194218572,0.131711445,1,1.1,2000,5,0.042160479,0.046376527,0.004216048,0.080510494,0.034133967
897,צור משה,3.26,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1755,Lev Hasharon,Center,3260.84,0.50,0.34,0.497867339,0.337634172,0.149360202,0.101290252,1,1.1,2000,5,0.032607482,0.03586823,0.003260748,0.062037039,0.026168809
211,צור נתן,11.16,plantations,subtropical,Plantations,Open Area,1745,Drom Hasharon,Center,11159.60,1.69,1.15,1.69414822,1.148905115,0.508244466,0.344671534,1,1,1000,5,0.05579647,0.05579647,0,0.171346496,0.115550026
622,צור נתן,15.65,plantations,subtropical,Plantations,Open Area,1745,Drom Hasharon,Center,15646.80,2.38,1.61,2.375339168,1.610862194,0.71260175,0.483258658,1,1,1000,5,0.078231373,0.078231373,0,0.240242287,0.162010914
94,צחר,2.77,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1825,Eshkol,South,2769.41,0.44,0.3,0.439753606,0.29822371,0.131926082,0.089467113,1,1.1,2000,5,0.027696653,0.030466318,0.002769665,0.054066636,0.023600318
613,ציפורי,0.40,flowers,flowers general,Flowers,Greenhouse,1745,Emek Yizrael,North,409.10,0.06,0.04,0.060726,0.041182,0.0182178,0.0123546,1,1.05,500,20,0.004,0.0042,0.0002,0.00746184,0.00326184
309,ציפורי,7.10,plantations,general plantation,Plantations,Open Area,1745,Emek Yizrael,North,7133.23,1.08,0.73,1.0778865,0.7309805,0.32336595,0.21929415,1,1,1000,5,0.0355,0.0355,0,0.10901766,0.07351766
450,ציפורי,2.80,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Emek Yizrael,North,2823.25,0.43,0.29,0.427518,0.289926,0.1282554,0.0869778,1,1,2000,5,0.028,0.028,0,0.05159112,0.02359112
389,צנדלה,1.00,others,greenhouse crops,Vegetables in covered area,Greenhouse,1745,Hagilbo'a,North,955.22,0.15,0.1,0.151815,0.102955,0.0455445,0.0308865,1,1,2000,5,0.01,0.01,0,0.0183546,0.0083546
